url,job_title,company_name,source_website,location_primary,salary_negotiable,salary_min_vnd,salary_max_vnd,salary_currency_original,posted_datetime_str,days_to_deadline,experience_years_min_numeric,job_level,job_category_raw,skills_list_json_vnw,job_tags_list_json_cv,benefits_text,employment_type,process_timestamp,views_count,industry_domain_vnw,min_education_level_vnw,main_category_vnw,sub_category_vnw,salary_info_raw,location_info_raw,deadline_info_raw,posted_date_raw,experience_raw,skills_raw_vnw
https://careerviet.vn/vi/tim-viec-lam/ky-su-he-thong-system-owner.35C3DFC0.html,Kỹ sư hệ thống (System Owner),Công ty TNHH Viettel - CHT,CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,2.0,Nhân viên,,,"[""Kỹ sư hệ thống System Owner"", ""system owner""]",Chế độ bảo hiểm; Du Lịch; Phụ cấp; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương; Công tác phí; Nghỉ phép năm,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,09/06/2025,11/05/2025,Trên 2 Năm,
https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-cai-tien-quy-trinh-van-hanh.35C3AFB9.html,Chuyên viên cao cấp Cải tiến Quy trình vận hành,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,2.0,Nhân viên,,,[],Du Lịch; Phụ cấp; Đồng phục; Chăm sóc sức khỏe; Đào tạo; Công tác phí; Nghỉ phép năm,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,26/05/2025,27/04/2025,Trên 2 Năm,
https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-cai-tien-quy-trinh-van-hanh.35C40EFB.html,Chuyên viên cao cấp Cải tiến Quy trình vận hành,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",11,2.0,Nhân viên,,,[],Du Lịch; Phụ cấp; Đồng phục; Chăm sóc sức khỏe; Đào tạo; Công tác phí; Nghỉ phép năm,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,25/05/2025,14/05/2025,Trên 2 Năm,
https://careerviet.vn/vi/tim-viec-lam/ky-su-quan-tri-he-thong-data-protection.35C344AB.html,Kỹ sư quản trị hệ thống (Data Protection),Công ty TNHH Viettel - CHT,CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,2.0,Nhân viên,,,"[""Kỹ sư quản trị hệ thống Data Protection"", ""quản trị hệ thống"", ""System""]",Chế độ bảo hiểm; Du Lịch; Phụ cấp; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,18/05/2025,19/04/2025,Trên 2 Năm,
https://careerviet.vn/vi/tim-viec-lam/ky-su-quan-tri-he-thong-cloud-storage.35C349EC.html,Kỹ sư quản trị hệ thống (Cloud storage),Công ty TNHH Viettel - CHT,CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,2.0,Nhân viên,,,"[""Kỹ sư quản trị hệ thống Cloud storage"", ""quản trị hệ thống"", ""System"", ""Storage""]",Chế độ bảo hiểm; Du Lịch; Phụ cấp; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,20/05/2025,21/04/2025,Trên 2 Năm,
https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-cao-cap-khoa-hoc-du-lieu-data-scientist-khoi-du-lieu-ho25-92.35C39A6F.html,"Chuyên viên, Chuyên viên Cao cấp Khoa học Dữ liệu - Data Scientist - Khối Dữ liệu (HO25.92)",Ngân Hàng TMCP Quân Đội,CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",39,3.0,Nhân viên,,,"[""Chuyên viên Chuyên viên Cao cấp Khoa học Dữ liệu - Data Scientist - Khối Dữ liệu HO.""]",Chế độ bảo hiểm; Du Lịch; Phụ cấp; Du lịch nước ngoài; Đồng phục; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương; Công tác phí; Phụ cấp thâm niên; Nghỉ phép năm; CLB thể thao,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,29/05/2025,20/04/2025,Trên 3 Năm,
https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-kiem-thu-nghiep-vu-senior-manual-tester-khoi-cong-nghe-thong-tin-ho25-150.35C3DF91.html,Chuyên viên Cao cấp Kiểm thử nghiệp vụ - Senior Manual Tester - Khối Công nghệ thông tin (HO25.150),Ngân Hàng TMCP Quân Đội,CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,4.0,Nhân viên,,,"[""Chuyên viên Cao cấp Kiểm thử nghiệp vụ - Senior Manual Tester - Khối Công nghệ thông tin HO.""]",Chế độ bảo hiểm; Du Lịch; Phụ cấp; Du lịch nước ngoài; Đồng phục; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương; Công tác phí; Phụ cấp thâm niên; Nghỉ phép năm; CLB thể thao,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,09/06/2025,11/05/2025,Trên 4 Năm,
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phan-tich-du-lieu-data-analyst.35C3B0F5.html,Nhân viên phân tích dữ liệu (Data Analyst),CÔNG TY CỔ PHẦN PHÁT TRIỂN CƠ ĐIỆN LẠNH HOÀNG ĐẠT,CareerViet,Hà Nội,0,14000000.0,16000000.0,vnd,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,1.0,Nhân viên,,,[],Chế độ bảo hiểm; Du Lịch; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương,,2025-05-19T18:21:15.656155,,,,,,14 Tr - 16 Tr VND,Hà Nội,26/05/2025,27/04/2025,1 - 3 Năm,
https://careerviet.vn/vi/tim-viec-lam/senior-customer-experience-analyst-ha-noi-ta083.35C43CA3.html,Senior Customer Experience Analyst - Hà Nội - TA083,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",21,3.0,Nhân viên,,,"[""Senior Customer Experience Analyst - Hà Nội - TA""]",Không có thông tin,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,31/05/2025,10/05/2025,3 - 5 Năm,
https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kiem-thu-nghiep-vu-manual-tester-khoi-cong-nghe-thong-tin-holt-06.35C3EBAA.html,Chuyên viên Kiểm thử nghiệp vụ - Manual Tester - Khối Công nghệ thông tin (HOLT.06),Ngân Hàng TMCP Quân Đội,CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,1.0,Nhân viên,,,"[""Chuyên viên Kiểm thử nghiệp vụ - Manual Tester - Khối Công nghệ thông tin HOLT."", ""Manual Testing"", ""Agile"", ""Scrum""]",Chế độ bảo hiểm; Du Lịch; Phụ cấp; Du lịch nước ngoài; Đồng phục; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương; Công tác phí; Phụ cấp thâm niên; Nghỉ phép năm; CLB thể thao,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,14/06/2025,16/05/2025,1 - 5 Năm,
https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-may-chu-server-administrator-khoi-cong-nghe-thong-tin-ho25-135.35C3D261.html,Chuyên viên Quản lý máy chủ - Server Administrator - Khối Công nghệ thông tin (HO25.135),Ngân Hàng TMCP Quân Đội,CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,3.0,Nhân viên,,,"[""Chuyên viên Quản lý máy chủ - Server Administrator - Khối Công nghệ thông tin HO.""]",Chế độ bảo hiểm; Du Lịch; Phụ cấp; Du lịch nước ngoài; Đồng phục; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương; Công tác phí; Phụ cấp thâm niên; Nghỉ phép năm; CLB thể thao,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,06/06/2025,08/05/2025,Trên 3 Năm,
https://careerviet.vn/vi/tim-viec-lam/developer-ba.35C3C775.html,Developer/BA,Công ty cổ phần Anvy,CareerViet,Hà Nội,0,20000000.0,30000000.0,vnd,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,3.0,Nhân viên,,,[],Chế độ bảo hiểm; Du Lịch; Phụ cấp; Xe đưa đón; Đồng phục; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương; Công tác phí; Phụ cấp thâm niên; Nghỉ phép năm; CLB thể thao,,2025-05-19T18:21:15.656155,,,,,,20 Tr - 30 Tr VND,Hà Nội,02/06/2025,04/05/2025,3 - 4 Năm,
https://careerviet.vn/vi/tim-viec-lam/developer-ba.35C37660.html,Developer/BA,Công ty cổ phần Anvy,CareerViet,Hà Nội,0,20000000.0,30000000.0,vnd,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,3.0,Nhân viên,,,[],Chế độ bảo hiểm; Du Lịch; Phụ cấp; Xe đưa đón; Đồng phục; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương; Công tác phí; Phụ cấp thâm niên; Nghỉ phép năm; CLB thể thao,,2025-05-19T18:21:15.656155,,,,,,20 Tr - 30 Tr VND,Hà Nội,05/06/2025,07/05/2025,3 - 4 Năm,
https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-giai-phap-presales.35C3DF3C.html,Chuyên viên Tư vấn giải pháp (Presales),CÔNG TY CỔ PHẦN TIN HỌC - VIỄN THÔNG HÀNG KHÔNG AITS,CareerViet,Hà Nội,0,15000000.0,30000000.0,vnd,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",29,1.0,Nhân viên,,,"[""chuyên viên tư vấn giải pháp presales"", ""nhân viên tư vấn"", ""tư vấn viên"", ""consultant"", ""counsellor"", ""consultant executive""]",Laptop; Chế độ bảo hiểm; Du Lịch; Phụ cấp; Đồng phục; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương,,2025-05-19T18:21:15.656155,,,,,,15 Tr - 30 Tr VND,Hà Nội,09/06/2025,11/05/2025,1 - 3 Năm,
https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-khach-hang-doanh-nghiep-business-customer-data-analyst-khoi-du-lieu-ho25-174.35C40FD0.html,Chuyên viên Phân tích Khách hàng Doanh nghiệp - Business Customer Data Analyst - Khối Dữ liệu (HO25.174),Ngân Hàng TMCP Quân Đội,CareerViet,Hà Nội,1,,,,"0      2025-04-19 00:00:00
1      2025-05-02 00:00:00
2      2025-05-12 00:00:00
3      2025-05-16 00:00:00
4      2025-05-14 00:00:00
              ...         
127    2025-04-29 00:00:00
128    2025-05-09 00:00:00
129    2025-05-05 00:00:00
130    2025-05-14 00:00:00
131    2025-04-25 00:00:00
Name: posted_datetime_str, Length: 132, dtype: object",16,1.0,Nhân viên,,,"[""Chuyên viên Phân tích Khách hàng Doanh nghiệp - Business Customer Data Analyst - Khối Dữ liệu HO.""]",Chế độ bảo hiểm; Du Lịch; Phụ cấp; Du lịch nước ngoài; Đồng phục; Chế độ thưởng; Chăm sóc sức khỏe; Đào tạo; Tăng lương; Công tác phí; Phụ cấp thâm niên; Nghỉ phép năm; CLB thể thao,,2025-05-19T18:21:15.656155,,,,,,Cạnh tranh,Hà Nội,30/05/2025,14/05/2025,Trên 1 Năm,
